source,target,mor
KEGG_MAPK_SIGNALING_PATHWAY,RELB,1
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,SOCS3,1
KEGG_INSULIN_SIGNALING_PATHWAY,SOCS3,1
KEGG_TYPE_II_DIABETES_MELLITUS,SOCS3,1
KEGG_JAK_STAT_SIGNALING_PATHWAY,SOCS3,1
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,SOCS3,1
KEGG_PRIMARY_IMMUNODEFICIENCY,IL7R,1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,IL7R,1
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL7R,1
KEGG_JAK_STAT_SIGNALING_PATHWAY,IL7R,1
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,NFKBIE,1
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,NFKBIE,1
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,NFKBIE,1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,NFKBIE,1
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,TANK,1
KEGG_VEGF_SIGNALING_PATHWAY,NFAT5,1
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,NFAT5,1
KEGG_AXON_GUIDANCE,NFAT5,1
KEGG_WNT_SIGNALING_PATHWAY,NFAT5,1
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,NFAT5,1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,NFAT5,1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,TLR2,1
KEGG_LEISHMANIA_INFECTION,TLR2,1
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,F2RL1,1
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,IFIH1,1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,IL6ST,1
KEGG_JAK_STAT_SIGNALING_PATHWAY,IL6ST,1
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,RIGI,1
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,RIGI,1
KEGG_AXON_GUIDANCE,EFNA1,1
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,SGK1,1
KEGG_JAK_STAT_SIGNALING_PATHWAY,IL15RA,1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,IL15RA,1
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,IL15RA,1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,IL1B,1
KEGG_APOPTOSIS,IL1B,1
KEGG_ALZHEIMERS_DISEASE,IL1B,1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,IL1B,1
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL1B,1
KEGG_GRAFT_VERSUS_HOST_DISEASE,IL1B,1
KEGG_MAPK_SIGNALING_PATHWAY,IL1B,1
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,IL1B,1
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,IL1B,1
KEGG_LEISHMANIA_INFECTION,IL1B,1
KEGG_PRION_DISEASES,IL1B,1
KEGG_TYPE_I_DIABETES_MELLITUS,IL1B,1
KEGG_PANCREATIC_CANCER,SMAD3,1
KEGG_CELL_CYCLE,SMAD3,1
KEGG_TGF_BETA_SIGNALING_PATHWAY,SMAD3,1
KEGG_COLORECTAL_CANCER,SMAD3,1
KEGG_CHRONIC_MYELOID_LEUKEMIA,SMAD3,1
KEGG_ADHERENS_JUNCTION,SMAD3,1
KEGG_WNT_SIGNALING_PATHWAY,SMAD3,1
KEGG_PATHWAYS_IN_CANCER,SMAD3,1
KEGG_MAPK_SIGNALING_PATHWAY,DUSP5,1
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PTGER4,1
KEGG_PRION_DISEASES,EGR1,1
KEGG_PURINE_METABOLISM,PDE4B,1
KEGG_GNRH_SIGNALING_PATHWAY,JUN,1
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,JUN,1
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,JUN,1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,JUN,1
KEGG_FOCAL_ADHESION,JUN,1
KEGG_COLORECTAL_CANCER,JUN,1
KEGG_MAPK_SIGNALING_PATHWAY,JUN,1
KEGG_LEISHMANIA_INFECTION,JUN,1
KEGG_WNT_SIGNALING_PATHWAY,JUN,1
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,JUN,1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,JUN,1
KEGG_ERBB_SIGNALING_PATHWAY,JUN,1
KEGG_PATHWAYS_IN_CANCER,JUN,1
KEGG_RENAL_CELL_CARCINOMA,JUN,1
KEGG_TRYPTOPHAN_METABOLISM,KYNU,1
KEGG_JAK_STAT_SIGNALING_PATHWAY,IL23A,1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,IL23A,1
KEGG_CELL_ADHESION_MOLECULES_CAMS,ICOSLG,1
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,ICOSLG,1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,IL6,1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,IL6,1
KEGG_GRAFT_VERSUS_HOST_DISEASE,IL6,1
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,IL6,1
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,IL6,1
